"n","member_id","member_name","current_DOIs","current_DOIs_abstracts","current_journal_articles","current_journal_articles_abstracts"
"467","4689","Araucaria Comunicacao Integrada","0","0",NA,NA
"468","4692","UCTEA Chamber of Surveying and Cadastre Engineers","8","0","8","0"
"469","4693","Damar Cerrahi Dergisi - Turkish Journal of Vascular Surgery","7","0","7","0"
"470","4761","Laxmi Book Publication","0","0",NA,NA
"471","4763","Korean Thyroid Association (KAMJE)","65","0","65","0"
"472","4765","Turfgrass Society of Korea","0","0",NA,NA
"473","4766","The Society of Information Storage Systems","0","0",NA,NA
"474","4771","The Korean GNSS Society","0","0",NA,NA
"475","4777","New Zealand Association of Psychotherapists","28","1","28","1"
"476","4780","The Korean Society for Livestock Housing and Environment","0","0",NA,NA
"477","4788","Redfame Publishing","1696","0.995872616767883","1689","1"
"478","4789","Caspian Journal of Applied Sciences Research","0","0",NA,NA
"479","4798","Revista de Contabilidade e Organizacoes","0","0",NA,NA
"480","4800","Compassos Coletivos","0","0",NA,NA
"481","4821","International Deep Drawing Research Group","0","0",NA,NA
"482","4822","The Psychological Record","0","0",NA,NA
"483","4826","Departmento Expresion Grafica y Cartografia","0","0",NA,NA
"484","4831","Biomath Forum","80","0.975000023841858","78","1"
"485","4834","Korean Academy of Oral Health (KAMJE)","111","0","111","0"
"486","4870","Pan African Medical Journal","2701","0.000370233261492103","2701","0.000370233261492103"
"487","4872","Faculdade Independente do Nordeste","137","0","137","0"
"488","4874","Quintessence Publishing","1393","0","1393","0"
"489","4912","Herbert Publications PVT LTD","215","0","215","0"
"490","4917","The National Institute of Biological Resources","0","0",NA,NA
"491","4918","Korean Society of Civil Engineers","51","0","51","0"
"492","4930","Instituto Agronomico de Pernambuco","25","0","25","0"
"493","4946","Singapore Medical Journal","470","0","470","0"
"494","4948","J. Michael Ryan Publishing","93","0","93","0"
"495","4950","F1000 Research, Ltd.","4281","0.99953281879425","4281","0.99953281879425"
"496","4952","Science and Education Publishing Co., Ltd.","1748","0","1748","0"
"497","4981","Pietro Cipresso","0","0",NA,NA
"498","4987","International Engineering Journal","0","0",NA,NA
"499","4989","International Association for Plant Taxonomy","1","0",NA,NA
"500","4991","Binary Information Press","0","0",NA,NA
"501","4992","Two Golden Rules Publishing","0","0",NA,NA
"502","4995","Samtid","0","0",NA,NA
"503","4997","Usak University Journal of Material Sciences","5","0","5","0"
"504","5001","The Asian Association of World Historians","0","0",NA,NA
"505","5011","Defence Counsel Journal","0","0",NA,NA
"506","5013","Korean Dementia Association (KAMJE)","58","0","58","0"
"507","5014","Usak Universitesi Sosyal Bilimler Dergisi","0","0",NA,NA
"508","5026","Karadeniz Arastirmalari Merkezi","157","0","157","0"
"509","5031","The Political Science Association of Kasetsart University","98","0","98","0"
"510","5034","Pacific University (bepress)","0","0",NA,NA
"511","5146","Chiang Mai University","143","0","143","0"
"512","5147","Hikari, Ltd.","2081","0.0124939931556582","2081","0.0124939931556582"
"513","5150","European Journal of Research in Dentistry","0","0",NA,NA
"514","6958","Studentska Sekcija za Neuroznanost","0","0",NA,NA
"515","11724","The Korean Association of Central Asian Studies","34","0","34","0"
"516","11725","Budapesti Gazdasagi Egyetem","0","0",NA,NA
"517","12334","Korea Institution and Economics Association","31","0","27","0"
"518","16880","Corporacion Universitaria Latinoamericana CUL","15","0.933333337306976","14","1"
"519","11484","Lebanon Support","27","0","16","0"
"520","5764","The Korean Society of Pediatric Infectious Diseases","67","0","67","0"
"521","18650","University of Chitral","71","0.98591548204422","70","1"
"522","5505","The Korea Society for Innovation Management and Economics","77","0","66","0"
"523","9913","Creative Research Publishers","107","0","85","0"
"524","19022","Hoseo Archaeological Society","0","0",NA,NA
"525","19058","Yildirim Beyazit Hukuk Dergisi","27","0","27","0"
"526","19259","Kibogora Polytechnic","11","1","11","1"
"527","19417","Akademi Fisioterapi Widya Husada Semarang","62","0.951612889766693","59","1"
"528","2992","Terrapub","58","0","50","0"
"529","2018","Society for Underwater Technology","41","0","41","0"
"530","19735","Amazonia Investiga","0","0",NA,NA
"531","19981","Universe Publishing Group - UniversePG","14","0","13","0"
"532","20464","Journal of Humanities and Social Sciences Invention","0","0",NA,NA
"533","21764","The Korean Research Institute Of International Commerce and Law","21","0","21","0"
"534","20603","University for Development Studies","0","0",NA,NA
"535","21857","Universidad de la Republica - ECOS","0","0",NA,NA
"536","21865","Pusdiklat Tenaga Teknis Pendidikan dan Keagamaan","11","0.909090936183929","10","1"
"537","21867","University of Aden -  Faculty of Economics and Administration","19","0","19","0"
"538","21868","Universitas Ekasakti","49","1","49","1"
"539","21869","STMIK lKMl Cirebon","0","0",NA,NA
"540","21871","Journal of College of the Great Imam University","90","0","90","0"
"541","21887","Saint Claret College","7","0","7","0"
"542","21888","Akademi Farmasi Sandi Karsa","15","0.933333337306976","15","0.933333337306976"
"543","21889","Korea Disabled Peoples Development Institute","16","0","16","0"
"544","21890","Composicao Revista de Ciencias Sociais da Universidade Federal de Mato Grosso do Sul","0","0",NA,NA
"545","21891","ASLE-KOREA","81","0","81","0"
"546","21892","West Bengal Veterinary Association","0","0",NA,NA
"547","21893","Program Studi Akuntansi Fakultas Ekonomi Universitas PGRI Yogyakarta","6","1","6","1"
"548","21907","Universitas Indonesia Timur","8","0.875","7","1"
"549","21908","Politeknik Kesehatan Jakarta I","23","1","23","1"
"550","21909","Pusat Penelitian dan Pengabdian Kepada Masyarakat -P3M - STIE Sabang","0","0",NA,NA
"551","21910","NHM Press","11","1","11","1"
"552","21911","Badan Penelitian dan Pengembangan Daerah Provinsi Kalimantan Timur","12","0.833333313465118","10","1"
"553","21864","Smart Freight Centre","246","0.817073166370392","246","0.817073166370392"
"554","21826","Agencia De Regulacion y Control Fito y Zoosanitario","24","0.958333313465118","23","1"
"555","22184","Korean Academy of Commodity Science & Technology","237","0","237","0"
"556","21934","Al-Nisour University College","0","0",NA,NA
"557","22293","Department of Islamic Studies, Riphah International University","0","0",NA,NA
"558","1848","Chinese Geoscience Union","190","0","190","0"
"559","1856","Ferrata Storti Foundation (Haematologica)","1375","0","1375","0"
"560","1858","Croatian Medical Journal","160","0","160","0"
"561","1864","Royal Swedish Academy of Sciences","0","0",NA,NA
"562","1891","Korean Society of Pediatric Nephrology","55","0","55","0"
"563","1893","Korean Ophthalmological Society (KAMJE)","810","0","810","0"
"564","1896","Korean Pain Society","126","0","126","0"
"565","1902","The Korean Association for the Study of the Liver","148","0","148","0"
"566","1908","The Japanese Society for Oral Pathology","0","0",NA,NA
"567","1911","Aerospace Medical Association","495","0","495","0"
"568","1927","Institute of Information Science, IZUM","22","0","22","0"
"569","1934","Japanese Association of Inorganic Phosphorus Chemistry","16","0","16","0"
"570","1936","Uspekhi Fizicheskikh Nauk (UFN) Journal","674","0","674","0"
"571","1944","Institute of Life Cycle Assessment","84","0","84","0"
"572","1945","Japanese Society of Service Dog Research","0","0",NA,NA
"573","1952","Human Biology (The International Journal of Population Biology and Genetics)","0","0",NA,NA
"574","1954","Study Group of Microwave Surgery","4","0","4","0"
"575","1972","Sociotechnology Research Network (Shakai Gijutsu Kenkyuukai)","0","0",NA,NA
"576","1979","International Federation of Infection Control","26","0.769230782985687","26","0.769230782985687"
"577","1983","The Editorial Committee of Annals of Vascular Diseases","268","0","268","0"
"578","1987","Royal College of General Practitioners","1547","0.0135746607556939","1547","0.0135746607556939"
"579","2002","Institute of Systematics and Evolution of Animals, Polish Academy of Sciences","71","0.070422537624836","71","0.070422537624836"
"580","2003","Japanese Association of Forensic Science and Technology","48","0","48","0"
"581","2011","Japan Academy of Midwifery","57","0","57","0"
"582","2013","Missouri Botanical Garden Press","195","0.241025641560555","195","0.241025641560555"
"583","2014","Japanese Society for Bacteriology","29","0","29","0"
"584","2024","The Japanese Nematological Society","15","0","15","0"
"585","2026","China Science Publishing & Media Ltd.","2550","0","2550","0"
"586","2047","The e-Crystals Federation","0","0",NA,NA
"587","2052","Kyung Hee Oriental Medicine Research Center","0","0",NA,NA
"588","2055","Korea Information Processing Society","145","0","145","0"
"589","2053","Korean Society for Information Management","15","0","15","0"
"590","2054","The Society of Naval Architects of Korea","170","0","170","0"
"591","2056","The Korean Society of Food Science and Nutrition","317","0","317","0"
"592","2061","The Middle East Journal","103","0.0485436879098415","103","0.0485436879098415"
"593","2062","Mineralogical Association of Canada","199","0.0854271352291107","199","0.0854271352291107"
"594","2069","The Japanese Society of Lumbar Spine Disorders","0","0",NA,NA
"595","2072","Japanese Coral Reef Society","59","0","59","0"
"596","2080","The Japan Society of Tropical Ecology","25","0","25","0"
"597","2084","Naturalis Biodiversity Center","137","0.0875912383198738","137","0.0875912383198738"
"598","2087","American Academy of Audiology","325","0.0215384606271982","325","0.0215384606271982"
"599","2088","Archaeological Institute of America","367","0","367","0"
"600","2092","The Japan Institute of Energy","228","0","228","0"
"601","2098","MyJove Corporation","3858","0","3858","0"
"602","2108","The Korean Society of Mechanical Engineers","513","0","513","0"
"603","2113","The Plankton Society of Japan/The Japanese Association of Benthology","85","0","85","0"
"604","2114","International Association for Fire Safety Science","0","0",NA,NA
"605","2115","Japan Association of Breast Cancer Screening","87","0","87","0"
"606","2116","The Japan Epilepsy Society","72","0","72","0"
"607","2117","Japan Kaatsu Training Society","3","0","3","0"
"608","2119","Korean Endocrine Society (KAMJE)","178","0","178","0"
"609","2125","Korean Journal of Optics and Photonics","35","0","35","0"
"610","2133","Ediser Srl","1","0","1","0"
"611","2134","The Japanese Society for Multiphase Flow","103","0","103","0"
"612","2145","Japanese Society for Pharmacoepidemiology","164","0","164","0"
"613","2150","Justice Research and Statistics Association","0","0",NA,NA
"614","2151","Ecology and Civil Engineering Society","70","0","70","0"
"615","2168","Korean Pharmacopuncture Institute","18","0","18","0"
"616","2169","Italian Society of Sivilculture and Forest Ecology (SISEF)","349","0","349","0"
"617","2173","JStage (Ornithological Society of Japan)","65","0","65","0"
"618","2179","Japan Society of Ultrasonics in Medicine","287","0","287","0"
"619","2182","Division of Chemical Information and Computer Sciences","21","0","21","0"
"620","2194","SIGMA (Symmetry, Integrability and Geometry: Methods and Application)","319","0","319","0"
"621","2210","Iktisat Isletme ve Finans Dergisi","0","0",NA,NA
"622","2216","International Medical Press","207","0","207","0"
"623","2218","Australian Museum","57","0","57","0"
"624","2222","Journal of Infection in Developing Countries","493","0.971602439880371","493","0.971602439880371"
"625","2224","Korean Society for Therapeutic Radiology and Oncology","116","0","116","0"
"626","2232","Japanese Society of Health and Human Ecology","88","0","88","0"
"627","2254","Japanese Association for Acute Medicine","0","0",NA,NA
"628","2257","Lawrence and Wishart","168","0","168","0"
"629","2265","Chinese Journal of Mechanical Engineering","1524","0","1524","0"
"630","2266","Japanese Neural Network Society","80","0","80","0"
"631","2290","Japanese Society of Intensive Care Medicine","250","0","250","0"
"632","2297","Science Alert","3382","0","3382","0"
"633","2328","Protein Structure Initiative Structural Biology Knowledgebase (PSI SBKB)","0","0",NA,NA
"634","2336","Korean Society of Medical Education","93","0","93","0"
"635","2343","Korean Society of Infectious Diseases and Korean Society for Chemotherapy (KAMJE)","138","0","138","0"
"636","2345","Oto-Rhino-Laryngological Society of Japan, Inc.","995","0","995","0"
"637","2353","South Carolina Entomological Society","23","0","23","0"
"638","2355","Pacific Coast Entomological Society","81","0","81","0"
"639","2356","Southern African Wildlife Management Association","51","0","51","0"
"640","2357","Society of Southwestern Entomologists","363","0","363","0"
"641","2361","Japan Society of Waste Management Experts","167","0","167","0"
"642","2371","International Association of Online Engineering (IAOE)","1704","0.997065722942352","1704","0.997065722942352"
